"gene_id"	"Quant.seq.sample2"	"Quant.seq.sample1"
"ENSG00000228463"	0.358244880457853	0.210817467589187
"ENSG00000237094"	0.0234726317158013	0.0109666578152694
"ENSG00000230021"	1.62209092825159	1.12009498051919
"ENSG00000225972"	8.55624671755623	9.88490979730362
"ENSG00000225630"	3.99844561148769	4.08158734427177
"ENSG00000237973"	5.10049873339449	4.21068013590902
"ENSG00000229344"	8.05743145260971	7.43656573467016
"ENSG00000240409"	4.80671582897176	5.17599925938035
"ENSG00000248527"	8.68931526376293	8.20749739088632
"ENSG00000198744"	9.47121247584423	8.87770300029969
"ENSG00000228327"	0.112552269097886	0.294510503187352
"ENSG00000237491"	0.280051166799021	0.340005237904931
"ENSG00000230092"	0.163960262258436	0.291551669740387
"ENSG00000225880"	2.60647633731311	3.27532935136952
"ENSG00000228794"	2.06810336273848	1.75844454605204
"ENSG00000272438"	1.85078688610483	1.73645895572084
"ENSG00000223764"	2.54688904230627	2.3939947886693
"ENSG00000187634"	3.91343426257269	3.83791815021798
"ENSG00000188976"	5.06478808420889	4.84802289057253
"ENSG00000187961"	4.25402565260359	4.28117307851005
"ENSG00000187583"	1.41659648507826	2.18599458562523
"ENSG00000187642"	0.718897501327766	0.536760951031022
"ENSG00000187608"	5.24703087786759	6.63744296246297
"ENSG00000188157"	0.581741312808967	0.576234676117407
"ENSG00000217801"	1.62766404054605	1.55806703046913
"ENSG00000131591"	1.52403578078546	1.89074371894127
"ENSG00000162571"	0.0655074618616775	0.119604552642102
"ENSG00000078808"	5.4927999481654	6.23454920027321
"ENSG00000176022"	5.68380611139977	5.45287243642214
"ENSG00000184163"	1.20549066505041	0.979783164065077
"ENSG00000160087"	4.72200725524223	5.128395625045
"ENSG00000230415"	0.28089157510544	0.485383874977638
"ENSG00000162572"	0.973557321588838	0.237949672079678
"ENSG00000131584"	1.58963957518804	1.39426222436595
"ENSG00000169972"	4.29831479256293	4.95754705918117
"ENSG00000127054"	3.78518701544099	3.49953429826866
"ENSG00000224051"	4.93885150136578	5.26279364636148
"ENSG00000169962"	0.35593113343817	0.60469476159074
"ENSG00000107404"	5.40994166728387	5.40958825415443
"ENSG00000162576"	5.82804793114264	5.86538484784412
"ENSG00000175756"	9.29310022590257	9.69451593128733
"ENSG00000221978"	4.04496010396622	3.50857784993264
"ENSG00000224870"	5.3197298281546	5.15303957671563
"ENSG00000242485"	7.47838455372227	7.69170684705774
"ENSG00000272455"	3.05937096484438	2.5304960511073
"ENSG00000235098"	0.41523772010261	0.949264532577046
"ENSG00000215915"	0.149471815526612	0.0714623280154806
"ENSG00000160072"	1.69028580389051	1.44015044344781
"ENSG00000197785"	3.61514251367042	3.50229586356202
"ENSG00000205090"	1.63972908505587	1.47085481145743
"ENSG00000160075"	4.07197186395927	3.97999337910096
"ENSG00000215014"	2.6964990900514	1.01443356084661
"ENSG00000228594"	4.90385385957882	4.51957429262067
"ENSG00000272106"	3.98204701320118	3.61131469374767
"ENSG00000197530"	1.46707133814335	1.57713281831375
"ENSG00000248333"	1.45577399037457	1.47436224598987
"ENSG00000272004"	0.749910056063158	0.708604956260414
"ENSG00000189339"	0.748261181920188	0.677305118204811
"ENSG00000227775"	0.524560735833603	0.493610205335185
"ENSG00000215790"	0.0742509956522922	0.135237832183631
"ENSG00000008130"	2.00723383469024	1.95641214569975
"ENSG00000078369"	4.45252421151416	4.29529189503203
"ENSG00000231050"	1.93411291336356	3.14973686422499
"ENSG00000178821"	3.05279676192011	3.52276898095314
"ENSG00000142609"	0.438054829792424	0.45223630682471
"ENSG00000233542"	0.567549901300005	0.923633501552907
"ENSG00000187730"	1.46577981214125	1.29705866324863
"ENSG00000067606"	1.01330541870342	1.17854412651399
"ENSG00000182873"	4.0438658284787	3.23401547743003
"ENSG00000162585"	3.07614040326805	2.70444207986295
"ENSG00000269554"	1.10437921003006	0.618232208821477
"ENSG00000234396"	0.62663208516077	0.171873449678203
"ENSG00000157933"	2.28783611660965	1.89994005077232
"ENSG00000116151"	0.987834445985019	0.747329894882527
"ENSG00000157916"	5.18443590583882	5.31118552964806
"ENSG00000157911"	3.95634592316994	3.72699920380012
"ENSG00000149527"	0.0399663113211304	0.0372190968120579
"ENSG00000157881"	0.579858795406677	0.601971949089049
"ENSG00000197921"	0.802699050332962	1.62180492823075
"ENSG00000272449"	5.11491713451862	5.01390840504995
"ENSG00000238164"	0.394182193821243	0.196808763596635
"ENSG00000157873"	1.50315787302662	0.804682439391396
"ENSG00000228037"	0.460149957767733	1.26189531746517
"ENSG00000157870"	6.50398343306781	6.37225346452533
"ENSG00000142606"	0.109756155143382	0.0349396994829199
"ENSG00000215912"	0.042114934084045	0.0197442980982814
"ENSG00000177133"	0.17201816416863	0.55705663449866
"ENSG00000142611"	0.330045796042569	0.242307721964725
"ENSG00000272235"	2.08005011166147	2.10560683287955
"ENSG00000130762"	0.941876015794708	0.980935207476135
"ENSG00000162591"	0.102349349160905	0.0122828074745135
"ENSG00000158109"	5.30669010092627	5.42549728940698
"ENSG00000116213"	2.816574856578	2.87438161664504
"ENSG00000078900"	1.81698788721838	1.51140077734628
"ENSG00000235169"	2.16895796873349	1.84911698487463
"ENSG00000130764"	4.66425276890461	4.67305854547139
"ENSG00000266075"	4.31738085416176	2.17750344322889
"ENSG00000272153"	2.38079476714963	1.56443252702335
"ENSG00000116198"	2.22148171645989	2.22093849989031
"ENSG00000169598"	1.20778785780642	1.05027012589827
"ENSG00000198912"	4.10480692554098	4.20194511757994
"ENSG00000236423"	0.613848998746585	0.578610367676081
"ENSG00000226374"	0.686946523543302	1.09411188891673
"ENSG00000236948"	0.0197815130495414	0.0365937728209946
"ENSG00000131697"	0.53413751458059	0.410006446841253
"ENSG00000069424"	2.04473508891509	1.87636351087723
"ENSG00000116254"	1.11744236044363	1.00616021736592
"ENSG00000116251"	4.19557508315918	4.14935102716108
"ENSG00000158286"	0.436175855984855	0.545777390062847
"ENSG00000116237"	5.21760926123019	5.06880996223169
"ENSG00000225077"	3.51831115769599	3.02420552416689
"ENSG00000158292"	3.6599371016269	3.44816717705793
"ENSG00000097021"	2.62302856529605	2.4248486568335
"ENSG00000069812"	0.241680932542138	0.421525204445389
"ENSG00000187017"	0.315368143263435	0.295507784102657
"ENSG00000215788"	1.58167773566366	1.61373879704135
"ENSG00000171680"	1.50714890258162	1.26664855376798
"ENSG00000162408"	4.2461626126565	4.10371834327299
"ENSG00000229519"	2.85809131881714	1.2950379531753
"ENSG00000173662"	0.125547050733443	0.172341459636283
"ENSG00000204859"	1.71701196116044	0.641611637153156
"ENSG00000162413"	3.06081083154553	3.12878946578551
"ENSG00000116273"	4.96979482438859	4.72861144407957
"ENSG00000041988"	2.63476488543784	2.39675473389157
"ENSG00000007923"	2.0980936424518	2.05137224486477
"ENSG00000237436"	4.97792692853962	4.51336822165736
"ENSG00000171735"	0.83993412949324	0.779012934974072
"ENSG00000237728"	0.386806499112884	0.362986559935051
"ENSG00000270171"	0.721773180010575	1.49160345618542
"ENSG00000269978"	3.2279240270604	2.29078628202914
"ENSG00000049245"	5.06772730509907	5.00867206920546
"ENSG00000049246"	2.79284041504306	2.28102088414391
"ENSG00000049247"	0.280059301851326	0.923698901376429
"ENSG00000049249"	2.45019354964962	2.61895761670563
"ENSG00000116288"	5.94983250861617	5.98427554129186
"ENSG00000116285"	2.81120567804682	3.04623687012589
"ENSG00000238290"	0.342305412489398	0.217205661214217
"ENSG00000229305"	0.463755081021696	1.04137357394117
"ENSG00000227634"	1.13491444706392	0.562576017140679
"ENSG00000162426"	0.466477624264811	0.211442781587438
"ENSG00000142599"	1.42666837661218	1.09575603341695
"ENSG00000074800"	10.4210500540812	10.5059229668987
"ENSG00000230679"	3.8779966081274	3.97359179015639
"ENSG00000201725"	3.51625862997733	4.35259970744713
"ENSG00000232208"	2.0614685071626	3.301485809683
"ENSG00000131686"	0.0541249692068542	0.191902997207009
"ENSG00000197241"	0.133512805735161	0.0636480051776052
"ENSG00000142583"	0.143615107310832	0.233013267333874
"ENSG00000252404"	3.71637853712183	3.62044829539135
"ENSG00000180758"	2.06139249423821	1.62696905203143
"ENSG00000234546"	2.65805185318355	2.82752953422854
"ENSG00000049239"	1.5635009612751	1.37411500400701
"ENSG00000171621"	1.6785051805599	1.99400795412996
"ENSG00000171612"	2.33177164178145	2.09613949842708
"ENSG00000188807"	3.93618203428929	3.74760298264223
"ENSG00000171608"	2.49064395160868	1.95407647139583
"ENSG00000233268"	1.16486325461781	0.657929322493861
"ENSG00000231789"	3.64615588154803	3.70301227467406
